SE_Filename	BNC_Filename	Rand.	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
filename#1118	S7GJ	8433		's er		NA	c		NOT progressive	A		present	yes	no			T + E
filename#846	SY4A	8426		am so nervous about phoning		phone			NOT progressive	A		present	yes	no			T + E
filename#171	SEPR	8419		'm saying		say	c		present	A		present	yes	no		pragmatic marker?	T
filename#470	SNPA	8417		're fucking		kid	c		present	A		present	yes	no	emphasis/shock	the progressive is to the right of the KWIC 	T
filename#970	S32Y	8414		're doing		do	c		present	A		unclear	yes	unclear			T
filename#482	SN2R	8414		's paying		pay	c		present	A		general	yes	yes			T
filename#768	SWW8	8413		's earning		earn	c		present	A		present	yes	yes			T
filename#451	SNAS	8412		're not doing		do	c	n	present	A		hypothetical	no	no			T
filename#1178	S8J6	8411		's like buying		buy	c		NOT progressive	A		present	yes	no			T
filename#964	S3UC	8411		be yeah they were fucking		fuck			NOT progressive	A		modal/infinitive	yes	no			T
filename#269	SHHG	8410		're going		go	c		present	A		future	no	no			T
filename#208	SFQE	8410		been going		go	c		perfect	A		unclear	yes	no			T
filename#145	SD3R	8408		aren't you coming		come	c	n	present	A	q	future	no	no			T
filename#1000	S4MV	8408		be like struggling		struggle			catenative	A		hypothetical	yes	yes			T
filename#843	SY2B	8406		're showing		show	c		present	A		present	no	no			T
filename#201	SFLB	8403		been having		have	c		perfect	A		past/present	yes	yes			T
filename#365	SKL5	8400		's a little bit tickly		NA	c		NOT progressive	A		present	yes	no			T
filename#460	SNE5	8397		was sending		send			past	A		past	no	no		reported speech in the past but with future reference	T
filename#380	SK3B	8394		're going		go	c		present	A		present	yes	no			T
filename#438	SMW8	8392		were mocking		mock			past	A		past	yes	no			T
filename#840	SYXU	8389		'm like they're saying		say	c		present	A		general	no	yes			T
filename#978	S36Z	8389		are coming		come			present	A	q	general	yes	no			T
filename#390	SLDB	8387		's cos we're living		live	c		present	A		present	yes	no			T
filename#725	SVT6	8385		's that flapping		flap	c		NOT progressive	A		present	yes	no			T
filename#496	SPC3	8384		was he wearing		wear			past	A	q	past	yes	no			T
filename#468	SNNG	8384		'm building		build	c		present	A		present	yes	no			T
filename#1090	S6R4	8379		'm thinking		think	c		present	A		past/present	yes	no			T
filename#1024	S46Q	8374		was announcing		announce			past	A		past	yes	yes			T
filename#541	SQHY	8373		's not shutting		shut	c	n	present	A		present	no	no			T
filename#438	SMW8	8373		been saying		say	c		perfect	A		past/present	no	yes			T
filename#536	SQBK	8372		been bragging		brag	c		perfect	A		past/present	yes	yes			T
filename#448	SM99	8371		's just turning		turn	c		NOT progressive	A		present	yes	no			T
filename#1148	S7S7	8371		are um		NA			NOT progressive	A		present	yes	no			T
filename#989	S4BA	8369		were both looking		look			past	A		past	yes	no			T
filename#432	SMPU	8367		be earning		earn			modal	A		hypothetical	yes	no			T
filename#493	SN8K	8363		was going		go			GOING TO	A		past	yes	no			T
filename#1017	S43M	8358		're like mm thinking		think	c		present	A		unclear	yes	unclear			T
filename#1072	S6A5	8354		is going		go			present	A		present	yes	no			T
filename#607	SR7C	8352		was coming		come			past	A		past	no	no	framing		T
filename#664	SUGJ	8348		was moving		move			past	A		past	yes	no	framing		T
filename#898	S2C9	8347		'm not coming		come	c	n	present	A		unclear	unclear	no			T
filename#568	SQ68	8346		is being		be			present	P		general	yes	yes			T
filename#1128	S7LN	8346		was working		work			past	A		past	yes	yes	framing		T
filename#1040	S5LP	8346		are you doing		do			present	A	q	present	yes	unclear			T
filename#711	SVH7	8341		are you talking		talk			present	A	q	present	yes	no			T
filename#1123	S7JH	8336		is really burgeoning and proliferating		burgeon			present	A		present	yes	no	gradual change		T
filename#952	S3M4	8336		was doing doing		do			past	A		hypothetical	yes	no			T
filename#568	SQ68	8330		were going		go			GOING TO	A		present	yes	no			T
filename#597	SRWD	8328		were coming		come			past	A		past	no	no		reported speech in the past but with future reference	T
filename#908	S2KP	8327		's like telling		tell	c		present	A		present	no	yes			T
filename#365	SKL5	8324		were doing		do			past	A		unclear	unclear	unclear			T
filename#1172	S8CB	8324		was criticising		criticise			past	A		past	yes	no			T
filename#894	S2AX	8320		's easy going		go	c		NOT progressive	A		present	yes	no			T
filename#1053	S5XD	8318		was really doing		do			past	A		past	yes	yes			T
filename#531	SP7F	8317		're getting		get back	c		present	A		present	yes	no	gradual change		T
filename#569	SQ82	8317		was at home going		go			NOT progressive	A		past	yes	no			T
filename#345	SJ88	8312		was trying		try			past	A		past	yes	no			T
filename#1160	S72Q	8312		're wheezing probably stop exercising		wheeze	c		present	A		general	yes	yes		hypothetical or present reference	T
filename#704	SVD6	8311		'm doing		do	c		present	A		present	yes	no			T
filename#748	SWFJ	8311		was going		go			past	A		past	unclear	no		go as a verb introducing reported speech?	T
filename#1245	S968	8310		are we making		make			present	A	q	future	yes	no			T
filename#1067	S59R	8310		be er		NA			NOT progressive	A		modal/infinitive	yes	no			T
filename#1045	S5QP	8310		are burning		burn			present	A	q	present	yes	no		weird question	T
filename#577	SRFV	8309		are earning		earn			present	A		general	yes	no			T
filename#421	SMGY	8303		was trying		try			past	A		past	yes	no			T
filename#829	SYHW	8301		's going		go	c		GOING TO	A		present	yes	no			T
filename#1206	S87R	8300		'm starting		start	c		present	A		present	yes	no	gradual change		T
filename#352	SKDX	8296		'm making		make	c		present	A		present	yes	no			T
filename#1137	S7QE	8295		's going		go	c		GOING TO	A		present	yes	no			T
filename#1229	S9VB	8294		was like looking		look			past	A		past	yes	no			T
filename#473	SNQD	8288		's wearing		wear	c		present	A		unclear	yes	unclear			T
filename#366	SKMV	8287		be left there drinking		drink			NOT progressive	A		modal/infinitive	yes	no			T
filename#534	SP9F	8285		's all a pantomime lecturing		lecture	c		NOT progressive	A		present	yes	no			T
filename#439	SMYJ	8282		's really fucking		fuck	c		NOT progressive	A		present	yes	no			T
filename#1151	S7VD	8282		's always going		go	c		GOING TO	A		present	yes	no			T
filename#626	STH5	8280		're playing		play	c		present	A		present	yes	no			T
filename#1182	S8LS	8280		's still working		work	c		present	A		present	yes	yes			T
filename#683	SUWR	8279		been meaning		mean	c		perfect	A		unclear	unclear	unclear			T
filename#1114	S7DR	8276		's going to becoming		go	c		GOING TO	A		present	yes	no		combination of going-to and a progressive?	T
filename#533	SP84	8275		was saying		say			past	A		past	no	no			T
filename#1122	S7JG	8274		's disgusting		disgust	c		GOING TO	A		present	yes	no			T
filename#816	SX3B	8274		weren't taking		take	c	n	past	A		past	no	unclear			T
filename#1172	S8CB	8273		was immune to me biting		bite			NOT progressive	A		past	yes	no			T
filename#1033	S5DJ	8271		'm doing		do	c		present	A		present	yes	unclear			T
filename#398	SLNB	8269		're causing		cause	c		present	A		general	no	no			T
filename#563	SQ55	8266		's having		have	c		present	A		present	no	yes			T
filename#418	SMEG	8266		're going		go	c		GOING TO	A		present	yes	no			T
filename#432	SMPU	8263		was thinking		think			past	A		past/present	yes	no	politeness/softening		T
filename#631	STK7	8262		been dealing		deal			perfect	A	q	general	yes	yes			T
filename#1197	S8W2	8262		's and the coming		come	c		NOT progressive	A		present	yes	no			T
filename#948	S3JF	8262		're going		go	c		GOING TO	A		present	yes	no			T
filename#797	SXK4	8260		'm trying		try	c		present	A		present	yes	no			T
filename#660	SUAB	8258		been continuing		continue	c		perfect	A		past/present	yes	no			T
filename#421	SMGY	8256		're leaving		leave	c		present	A		future	no	no			T
filename#554	SQWW	8256		been er		NA			NOT progressive	A		perfect	yes	no			T
filename#438	SMW8	8251		been telling		tell	c		perfect	A		past/present	no	yes			T
filename#1002	S4PC	8249		are renting		rent			present	A		general	yes	no			T
filename#295	SH4V	8246		's copying		copy	c		present	A		present	unclear	no			T
filename#936	S27D	8242		been feeling		feel			perfect	A		past/present	yes	no			T
filename#869	SZLE	8242		be very canny about placing		place			NOT progressive	A		modal/infinitive	yes	no			T
filename#509	SPTQ	8242		be yawning		yawn			modal	A		unclear	yes	no			T
filename#493	SN8K	8242		's beefing		beef up	c		present	A		present	yes	no	gradual change		T
filename#441	SMZV	8240		's going		go	c		GOING TO	A		present	yes	no			T
filename#207	SFP5	8239		're going		go	c		GOING TO	A		present	yes	no			T
filename#149	SD65	8239		are looking		look			present	A		hypothetical	yes	no			T
filename#770	SWY3	8238		was trying		try			past	A		past	yes	no			T
filename#505	SPML	8236		is just the worst looking		look			NOT progressive	A		present	yes	no			T
filename#679	SUVQ	8232		is a lot of fucking		fuck			NOT progressive	A		present	yes	no			T
filename#973	S33N	8232		was just trying		try			past	A		past	yes	no			T
filename#1212	S9EP	8232		was he doing		do			past	A	q	past	yes	no			T
filename#223	SF2Q	8232		were talking		talk			past	A		past	yes	yes			T
filename#561	SQ36	8231		was going		go			GOING TO	A		past	yes	no			T
filename#1171	S8B9	8229		is pointing		point			present	A		present	no	no			T
filename#602	SR3K	8229		're panicking		panic	c		present	A		unclear	yes	unclear			T
filename#1089	S6Q6	8225		was panicking		panic			past	A		past	yes	no			T
filename#591	SRRQ	8224		'm getting		get	c		present	A		present	yes	no	gradual change		T
filename#894	S2AX	8222		was looking at like buying		look			past	A		past/present	yes	no			T
filename#571	SQ93	8222		be doing		do	c		modal	A		future	yes	no			T
filename#797	SXK4	8217		're not going		go	c	n	GOING TO	A		present	yes	no			T
filename#1161	S73U	8216		was actually spitting		spit			past	A		past	yes	no			T
filename#1182	S8LS	8211		's lots of talking		talk	c		NOT progressive	A		present	yes	no			T
filename#849	SY5K	8210		'm not trying		try	c	n	present	A		present	yes	no			T
filename#948	S3JF	8209		wasn't cooking		cook	c	n	past	A		past	yes	yes		reported speech in the past but with future (or general?) reference	T
filename#1242	S95D	8209		were flying		fly			past	A		past	yes	no			T
filename#429	SMM7	8206		is it doing		do			present	A	q	present	yes	yes			T
filename#1248	S985	8203		was a joke considering		consider			NOT progressive	A		past	yes	no			T
filename#520	SP2X	8202		're never going		go	c		GOING TO	A		present	yes	no			T
filename#713	SVKH	8198		was er		NA			GOING TO	A		past	yes	no			T
filename#237	SGHZ	8198		were running		run			past	A		past	yes	no			T
filename#1118	S7GJ	8193		'm having		have	c		present	A		future	no	no			T
filename#658	ST8H	8190		're thinking		think	c		present	A		present	yes	no			T
filename#740	SV49	8189		was ever going		go			GOING TO	A		past	yes	no			T
filename#1100	S632	8180		was waiting		wait			past	A		past	yes	no			T
filename#1061	S55M	8177		's great comparing		compare	c		NOT progressive	A		present	yes	no			T
filename#410	SL76	8175		's doing really well starting		do	c		present	A		unclear	yes	unclear			T
filename#1244	S96L	8175		're walking		walk	c		present	A		past	yes	no	framing		T
filename#1249	S99N	8172		're all speaking		speak	c		present	A		hypothetical	yes	no			T
filename#630	STKW	8172		was really looking		look forward			past	A		past	yes	no			T
filename#847	SY4E	8171		's more designed for being		be	c		NOT progressive	A		present	yes	no			T
filename#197	SFG3	8170		was setting		set up			past	A		past	no	unclear			T
filename#1155	S7WY	8168		be like Jill's sitting		sit	c		present	A		hypothetical	yes	no			T
filename#641	STUM	8167		's what he kept doing		do	c		NOT progressive	A		present	yes	no			T
filename#390	SLDB	8167		's a big fish coming		come	c		NOT progressive	A		present	yes	no			T
filename#1008	S4TV	8166		's like saying		say	c		NOT progressive	A		present	yes	no			T
filename#1139	S7QY	8165		was just going		go			past	A		past	no	no			T
filename#717	SVNL	8165		're pulling		pull	c		present	A		general	yes	no			T
filename#679	SUVQ	8164		's er		NA	c		NOT progressive	A		present	yes	no			T
filename#573	SRCA	8161		am going		go			GOING TO	A		present	yes	no			T
filename#319	SJLT	8155		's going		go	c		present	A		hypothetical	no	yes			T
filename#604	SR4E	8152		are going		go			GOING TO	A		present	yes	no			T
filename#1171	S8B9	8151		be reading		read			modal	A		future	yes	no			T
filename#1032	S5B6	8150		're not going		go	c	n	present	A		general	yes	yes			T
filename#918	S2TC	8143		were saying		say			past	A		past	no	no			T
filename#997	S4K7	8138		'm gonna do Jill tasting		taste	c		NOT progressive	A		present	yes	no			T
filename#149	SD65	8136		's turning		turn up	c		present	A		unclear	no	no			T
filename#449	SNAC	8135		were wearing		wear through			past	A		past	yes	no			T
filename#901	S2E2	8134		be mm worthwhile including		include			NOT progressive	A		modal/infinitive	yes	no			T
filename#479	SNYG	8134		's like someone sticking		stick	c		NOT progressive	A		present	yes	no			T
filename#835	SYUR	8126		's nothing worse than having		nothing	c	n	NOT progressive	A		present	yes	no			T
filename#381	SK3P	8125		are collecting		collect			present	A		general	yes	no			T
filename#173	SES2	8124		were thinking of baking		think			past	A	q	past	yes	no			T
filename#345	SJ88	8124		's meant to be fucking		fuck	c		NOT progressive	A		modal/infinitive	yes	no			T
filename#365	SKL5	8122		were making		make			past	A		past	no	no			T
filename#227	SF7R	8120		were saying		say			past	A		past	yes	no			T
filename#781	SXAZ	8118		be doing		come			catenative	A		future	unclear	no			T
filename#910	S2K7	8117		are doing		do			present	A		present	yes	no			T
filename#888	SZ7Y	8116		'm thinking		think	c		present	A		present	yes	no			T
filename#767	SWWZ	8115		are you er		NA			NOT progressive	A		present	yes	no			T
filename#580	SRGR	8110		're declining		decline	c		present	A		present	yes	no			T
filename#1176	S8G6	8105		was I making		make			past	A	q	past	yes	unclear			T
filename#549	SQTU	8100		're always controlling		control	c		present	A		general	no	yes	emphasis/shock		T
filename#560	SQ3P	8100		was just sending		send			past	A		past	no	no			T
filename#679	SUVQ	8100		is we started watching		watch			NOT progressive	A		present	yes	no			T
filename#618	STBW	8096		're all eating		eat	c		present	A		present	yes	no			T
filename#512	SPXW	8094		been collaborating		collaborate			perfect	A		past/present	yes	yes			T
filename#1133	S7NV	8093		's just marketing		market	c		NOT progressive	A		present	yes	no			T
filename#193	SFCW	8092		were going		go			GOING TO	A		past	yes	no			T
filename#405	SLT4	8092		'm thinking		think	c		present	A		present	yes	no			T
filename#305	SJBX	8091		are you doing		do			present	A	q	present	yes	no			T
filename#155	SEBP	8090		been looking		look for			perfect	A		past/present	yes	yes			T
filename#926	S2XV	8090		're doing		do	c		present	A		present	yes	yes			T
filename#470	SNPA	8089		was like helping		help			past	A		past	yes	no			T
filename#876	SZQX	8085		was travelling		travel			past	A		past	yes	no			T
filename#622	STGP	8084		're not going		go	c	n	GOING TO	A		present	yes	no			T
filename#196	SFET	8082		's weird thinking		think	c		NOT progressive	A		present	yes	no			T
filename#727	SVVK	8082		's going		go	c		GOING TO	A		present	yes	no			T
filename#327	SJSC	8079		're selling		sell	c		present	A		present	no	no			T
filename#933	S24E	8078		is stunning		stun			NOT progressive	A		present	yes	no			T
filename#1078	S6GC	8077		be going		go			modal	A		general	yes	no	emphasis/shock		T
filename#619	STB7	8077		're going		go	c		GOING TO	A		present	yes	no			T
filename#146	SD3W	8077		are you getting		get			present	A	q	future	no	no			T
filename#289	SHXX	8076		was we were getting		get			past	A		past	no	yes			T
filename#277	SHK7	8069		were talking		talk			past	A		past	yes	no			T
filename#231	SGAX	8069		were s		NA			NOT progressive	A		past	yes	no			T
filename#1218	S9G2	8063		are you trying		try			present	A	q	present	yes	no			T
filename#572	SRBZ	8063		was standing there being		stand			past	A		past	yes	no			T
filename#417	SMEB	8063		was starting		start			past	A		past	yes	no	gradual change		T
filename#974	S346	8060		were thirty-four		NA			NOT progressive	A		past	yes	no			T
filename#583	SRJ4	8059		'm waiting I'm waiting		wait	c		present	A		present	yes	no			T
filename#625	STHB	8058		are you staying		stay			present	A	q	unclear	yes	no			T
filename#977	S355	8057		's messing		mess up	c		present	A	q	present	no	unclear			T
filename#1240	S94U	8051		's learning		learn	c		present	A		present	yes	no			T
filename#529	SP62	8050		be mm shouting		shout			modal	A		hypothetical	yes	no			T
filename#469	SNNJ	8048		're you're going		go	c		GOING TO	A		present	yes	no			T
filename#728	SVWU	8042		's being		be	c		present	P		unclear	no	unclear			T
filename#564	SQ6L	8040		's for transcribing		transcribe	c		NOT progressive	A		present	yes	no			T
filename#635	STNX	8040		'm so lucky like walking		walk	c		NOT progressive	A		present	yes	no			T
filename#313	SJHL	8040		been roasting		roast			perfect	A		past	yes	no			T
filename#1119	S7GW	8038		was saying		say			past	A		past	no	no			T
filename#806	SXRR	8037		're doing		do	c		present	A		general	yes	no	framing		T
filename#1189	S8RU	8036		's not er		NA	c	n	NOT progressive	A		present	yes	no			T
filename#320	SJM7	8032		is trying		try			present	A		present	yes	no			T
filename#761	SWSX	8032		was hanging		hang out			past	A		past	yes	no	framing		T
filename#653	ST6R	8031		'm trying		try	c		present	A		present	yes	no			T
filename#1014	S4YQ	8030		was just messing		mess			past	A		past	yes	no			T
filename#985	S38P	8030		're only watering		water	c		present	A		present	yes	no			T
filename#1099	S63L	8029		'm not talking		talk	c	n	present	A		unclear	yes	unclear			T
filename#640	STSS	8028		was doing		do			past	A	q	past	yes	no			T
filename#996	S4KW	8025		was saying		say			past	A		past	no	no			T
filename#365	SKL5	8022		's mouthing		mouth	c		present	A		past	no	no			T
filename#981	S37K	8022		'm thinking		think	c		present	A		present	yes	no			T
filename#1225	S9RV	8021		was we were sitting		sit			past	A		past	yes	no			T
filename#950	S3LE	8018		been going		go on			perfect	A		past/present	yes	no			T
filename#1228	S9VA	8015		'm thinking		think	c		present	A		present	yes	no			T
filename#344	SJ8J	8006		was working		work			past	A		past	yes	no	framing		T
filename#694	SVBH	8004		be going		go			modal	A		future	no	no			T
filename#616	STA2	8004		's I'm going		go	c		present	A		future	no	no			T
filename#388	SLBG	8001		are you doing		do			present	A	q	unclear	unclear	unclear			T
filename#1073	S6A7	8000		'm making		make	c		present	A		present	yes	no			T
filename#1222	S9MK	7995		's helping		help	c		present	A		present	yes	no			T
filename#1075	S6BS	7994		'm thinking		think	c		present	A		present	yes	no			T
filename#1102	S66A	7994		were you you were chewing		chew			past	A		past	yes	no			T
filename#876	SZQX	7994		'm going		go	c		present	A		future	no	no			T
filename#716	SVLZ	7992		was my father going		go			NOT progressive	A		past	yes	no			T
filename#640	STSS	7988		's easy watching		watch	c		NOT progressive	A		present	yes	no			T
filename#1216	S9F9	7983		are you going		go			GOING TO	A		present	yes	no			T
filename#253	SG4J	7980		'm looking		look up	c		present	A		present	no	no			T
filename#761	SWSX	7977		was this in the working		work			NOT progressive	A		past	yes	no			T
filename#727	SVVK	7976		were facing		face			past	A		past	yes	no			T
filename#561	SQ36	7974		was getting		get			past	A		past	yes	no	gradual change		T
filename#989	S4BA	7973		's just sitting		sit	c		present	A		unclear	yes	no			T
filename#452	SNA4	7972		's going		go	c		present	A		unclear	yes	no			T
filename#676	SUUE	7969		're planting		plant	c		present	A		general	no	no			T
filename#1206	S87R	7960		's just started going		go	c		NOT progressive	A		present	yes	no			T
filename#162	SEGU	7959		's it's happening		happen	c		present	A		general	yes	yes			T
filename#469	SNNJ	7957		'm literally wearing		wear	c		present	A		past	yes	no			T
filename#900	S2EF	7957		been reading		read	c		perfect	A		past/present	yes	no			T
filename#438	SMW8	7956		're making		make	c		present	A		present	yes	no			T
filename#1008	S4TV	7954		was sweating		sweat			past	A		past	yes	no			T
filename#762	SWTX	7952		were building		build			past	A		past	yes	no			T
filename#1100	S632	7952		'm looking		look forward	c		present	A		present	yes	no			T
filename#628	STKH	7952		's nice getting		get up	c		NOT progressive	A		present	yes	no			T
filename#619	STB7	7951		are you thinking		think			present	A	q	present	yes	no			T
filename#526	SP5U	7946		are you recording		record			present	A	q	present	yes	no			T
filename#1017	S43M	7945		's doing like s		do	c		present	A		future	yes	no			T
filename#1172	S8CB	7945		'm looking		look for	c		present	A		present	yes	no			T
filename#1234	S9YC	7943		'm moving		move	c		present	A		present	yes	no			T
filename#734	SVZH	7942		was watching		watch			past	A		past	yes	no			T
filename#1124	S7JS	7940		been doing		do	c		perfect	A		past/present	yes	yes			T
filename#1167	S78P	7938		're actually living		live	c		present	A		general	yes	no			T
filename#334	SJV7	7938		were all saying		say			past	A		past	yes	no			T
filename#732	SVZB	7937		was I was going		go			GOING TO	A		past	yes	no			T
filename#1144	S7SU	7936		was just winding		wind up			past	A		past	yes	no			T
filename#795	SXKQ	7930		's letting		let	c		present	A	q	future	yes	no			T
filename#1053	S5XD	7930		're coming		come	c		present	A		hypothetical	unclear	unclear			T
filename#343	SJ7N	7929		's disgusting		disgust	c		NOT progressive	A		present	yes	no			T
filename#186	SE4X	7927		are meant to be doing		do			catenative	A		hypothetical	yes	no			T
filename#1131	S7NH	7925		's because he's making		make	c		present	A		past	yes	no			T
filename#856	SZBD	7923		are you going		go			GOING TO	A		present	yes	no			T
filename#310	SJE3	7920		're going		go	c		GOING TO	A		present	yes	no			T
filename#169	SEM7	7918		be going		go			modal	A		future	no	no			T
filename#438	SMW8	7917		're running		run	c		present	A		present	yes	no			T
filename#1100	S632	7914		'm joking		joke	c		present	A		present	yes	no			T
filename#732	SVZB	7912		be on packing and sorting		pack	c		modal	A		future	yes	no			T
filename#711	SVH7	7911		'm assuming		assume	c		present	A		present	yes	no			T
filename#401	SLRD	7910		's the soldier coming		come	c		NOT progressive	A		present	yes	no			T
filename#585	SRK4	7910		're building		build	c		present	A		present	yes	no			T
filename#1232	S9WZ	7910		's it I'm having		have	c		present	A		present	yes	no			T
filename#522	SP3F	7908		is very irritating		irritate			NOT progressive	A		present	yes	no			T
filename#739	SV4W	7906		were talking		talk			past	A		past	yes	no			T
filename#467	SNMZ	7906		'm not saying		say	c	n	present	A		present	yes	no			T
filename#1061	S55M	7906		's what's happening		happen	c		present	A		present	yes	no			T
filename#1016	S4ZT	7900		're talking		talk	c		present	A		present	yes	no			T
filename#1011	S4WJ	7897		were then missing		miss			past	A		unclear	yes	no			T
filename#1036	S5HH	7896		's going		go	c		present	A		general	no	no			T
filename#331	SJTT	7895		're looking		look after	c		present	A		general	yes	no			T
filename#1043	S5PW	7895		's in on it charging		charge	c		NOT progressive	A		present	yes	no			T
filename#937	S28F	7891		's when I stopped taking		take	c		NOT progressive	A		present	yes	no			T
filename#823	SYEF	7891		are they sticking		stick			present	A		future	no	yes			T
filename#986	S38V	7891		be weird seeing		see			NOT progressive	A		modal/infinitive	yes	no			T
filename#436	SMSW	7891		'm trying		try	c		present	A		present	yes	no			T
filename#306	SJB4	7888		aren't getting		get	c	n	present	A		general	no	no			T
filename#269	SHHG	7888		are you taking		take			present	A	q	future	no	no			T
filename#1100	S632	7886		're playing		play	c		present	A		present	yes	no			T
filename#1170	S8BQ	7884		's driving		drive	c		present	A		general	yes	yes			T
filename#922	S2UT	7882		was saying she was hoping		say			past	A		past	no	no			T
filename#545	SQP2	7882		's obviously not taking		take	c	n	present	A		general	no	no			T
filename#288	SHXJ	7880		was I saying		say			past	A	q	past	yes	no			T
filename#512	SPXW	7878		were talking		talk			past	A		hypothetical	yes	no			T
filename#488	SN4N	7878		's yeah yeah ferrying		ferry about	c		NOT progressive	A		present	yes	no			T
filename#776	SW6K	7877		's no telling		tell	c		NOT progressive	A		present	yes	no			T
filename#1131	S7NH	7876		be doing		do			catenative	A		unclear	yes	yes			T
filename#1229	S9VB	7876		're going		go	c		present	A		present	yes	no			T
filename#1213	S9ER	7875		was talking		talk			past	A		hypothetical	yes	no			T
filename#454	SNCG	7874		's raining it is raining		rain	c		present	A		present	yes	no			T
filename#176	SEUM	7872		're every day running		run	c		present	A		hypothetical	yes	yes			T
filename#571	SQ93	7872		'm trying		try	c		present	A		present	yes	no			T
filename#1019	S432	7871		are you going		go			present	A	q	future	no	no			T
filename#224	SF3V	7871		be going		go out			catenative	A		unclear	no	no			T
filename#972	S33B	7871		was being		be			past	P		past	yes	no			T
filename#840	SYXU	7870		been drinking		drink	c		perfect	A		past/present	yes	no			T
filename#732	SVZB	7869		'm taking		take	c		present	A		future	no	no			T
filename#732	SVZB	7868		's thinking		think	c		present	A		hypothetical	yes	no			T
filename#1096	S6ZU	7868		was going		go on			past	A		past	yes	no			T
filename#659	ST82	7861		was thinking		think			past	A		past	yes	no			T
filename#899	S2DD	7860		's one sat staring		stare	c		NOT progressive	A		present	yes	no			T
filename#356	SKHW	7860		is yeah dudes wearing		wear			NOT progressive	A		present	yes	no			T
filename#684	SUXH	7856		were just starting		start up			past	A		hypothetical	no	no			T
filename#449	SNAC	7855		was kind of like tilting		tilt			past	A		past	unclear	no			T
filename#1068	S59W	7855		're making		make	c		present	A		present	yes	no			T
filename#167	SEKZ	7853		're protesting		protest	c		present	A		unclear	yes	unclear			T
filename#228	SF8D	7853		're sitting		sit	c		present	A		general	yes	no			T
filename#711	SVH7	7851		's four er roads going		go	c		NOT progressive	A		present	yes	no			T
filename#405	SLT4	7848		's doing		do	c		present	A		general	yes	no			T
filename#898	S2C9	7847		were getting		get			past	A		past	yes	no	gradual change		T
filename#799	SXLC	7846		're just trying		try	c		present	A		unclear	yes	no			T
filename#626	STH5	7843		's some Jackals coming		come	c		NOT progressive	A		present	yes	no			T
filename#479	SNYG	7839		'm only taking		take	c		present	A		present	no	no			T
filename#1226	S9S8	7838		'm pushing		push	c		present	A		general	no	no			T
filename#1214	S9E6	7837		's all going		go	c		GOING TO	A		present	yes	no			T
filename#885	SZYV	7835		's going		go on	c		present	A	q	present	yes	no			T
filename#449	SNAC	7834		been hiking		hike	c		perfect	A		past	yes	no			T
filename#1035	S5ER	7834		was taking		take			past	A		unclear	no	no			T
filename#604	SR4E	7833		was weeding		weed			NOT progressive	A		past	yes	no			T
filename#334	SJV7	7833		'm not suggesting		suggest	c	n	present	A		present	yes	no			T
filename#512	SPXW	7827		'm saying		say	c		present	A		present	yes	no			T
filename#1029	S49V	7827		were following		follow			past	A		past	yes	no			T
filename#565	SQ6T	7825		're guaranteeing		guarantee	c		present	A		present	no	no			T
filename#833	SYTD	7824		'm not going		go	c	n	GOING TO	A		present	yes	no			T
filename#715	SVLK	7822		was learning		learn			past	A		past	yes	yes			T
filename#902	S2FQ	7821		were teaching		teach			past	A		past	yes	no		video description  + past tense	T
filename#722	SVP4	7820		were you expecting		expect			past	A	q	past/present	yes	no			T
filename#438	SMW8	7812		are here saying		say			NOT progressive	A		present	yes	no			T
filename#1042	S5PF	7810		'm moving		move	c		present	A		future	yes	no			T
filename#282	SHSL	7810		be worth taking		take			NOT progressive	A		modal/infinitive	yes	no			T
filename#1127	S7K2	7805		are suffering		suffer			present	A		general	yes	no			T
filename#881	SZVB	7805		's doing		do	c		present	A		general	unclear	unclear			T
filename#371	SKRC	7804		're stripping		strip off	c		present	A		present	yes	no			T
filename#823	SYEF	7804		're all learning		learn	c		present	A		present	yes	no			T
filename#1069	S6AK	7803		is by going		go for			NOT progressive	A		hypothetical	no	no			T
filename#865	SZJ5	7798		is running		run			present	A		future	yes	unclear			T
filename#578	SRF6	7795		'm wearing		wear	c		present	A		future	yes	no			T
filename#167	SEKZ	7794		is basically saying		say			present	A		general	no	no			T
filename#930	S23A	7792		're totally getting		get	c		present	A		future	no	no			T
filename#1189	S8RU	7786		's not performing		perform	c	n	present	A		general	yes	yes			T
filename#512	SPXW	7784		are you doing		do			present	A	q	present	yes	unclear			T
filename#564	SQ6L	7784		're using		use	c		present	A		general	no	no			T
filename#847	SY4E	7784		be honest well just doing		do			NOT progressive	A		modal/infinitive	yes	no			T
filename#775	SW6A	7781		was talking about her coming		talk			NOT progressive	A		past	yes	no			T
filename#492	SN7W	7778		be teaching		teach			modal	A		hypothetical	yes	yes	emphasis/shock		T
filename#1043	S5PW	7774		be finishing		finish off			modal	A		present	yes	no			T
filename#799	SXLC	7770		was coming		come			past	A		past	yes	no			T
filename#640	STSS	7770		was describing		describe			past	A		past	yes	no			T
filename#1173	S8CV	7769		'm saying		say	c		present	A		present	yes	no			T
filename#695	SVBJ	7767		're standing		stand	c		present	A		general	yes	no			T
filename#896	S2B5	7765		was talking		talk			past	A		past	yes	no			T
filename#403	SLSS	7764		're hearing		hear	c		present	A		general	yes	no			T
